id,start_time,origin,destination,kind
0,5,0,0,Human
1,5,1,1,Human
2,11,2,2,Human
3,11,0,3,Human
4,11,3,3,Human
5,12,4,3,Human
6,13,4,4,Human
7,15,4,3,Human
8,17,4,3,Human
9,25,5,2,Human
10,26,4,3,Human
11,28,4,3,Human
12,30,0,3,Human
13,31,6,5,Human
14,33,1,1,Human
15,37,4,3,Human
16,39,7,6,Human
17,55,8,7,Human
18,56,9,8,Human
19,57,8,9,Human
20,57,4,3,Human
21,58,10,5,Human
22,60,11,4,Human
23,61,7,9,Human
24,69,12,10,Human
25,72,11,3,Human
26,72,13,11,Human
27,73,11,3,Human
28,75,11,3,Human
29,77,11,2,Human
30,77,4,3,Human
31,79,11,3,Human
32,80,0,12,Human
33,81,4,3,Human
34,82,13,4,Human
35,82,14,3,Human
36,82,11,3,Human
37,82,0,2,Human
38,83,4,3,Human
39,86,4,3,Human
40,88,0,3,Human
41,89,11,3,Human
42,91,11,3,Human
43,92,11,2,Human
44,93,4,3,Human
45,94,11,3,Human
46,96,11,13,Human
47,101,15,1,Human
48,101,4,4,Human
49,105,4,3,Human
50,106,16,5,Human
51,109,4,3,Human
52,112,0,12,Human
53,119,17,5,Human
54,125,7,10,Human
55,127,18,2,Human
56,128,7,4,Human
57,129,1,1,Human
58,131,7,10,Human
59,132,1,1,Human
60,133,4,3,Human
61,134,1,1,Human
62,135,16,5,Human
63,136,7,10,Human
64,136,1,1,Human
65,139,7,9,Human
66,140,19,12,Human
67,141,20,3,Human
68,141,7,4,Human
69,142,8,9,Human
70,149,13,14,Human
71,149,8,9,Human
72,150,8,15,Human
73,152,4,16,Human
74,154,4,3,Human
75,154,13,4,Human
76,155,4,3,Human
77,158,21,17,Human
78,160,22,9,Human
79,160,4,18,Human
80,164,11,3,Human
81,166,11,3,Human
82,167,23,2,Human
83,169,11,3,Human
84,171,11,3,Human
85,172,11,3,Human
86,176,11,4,Human
87,178,11,3,Human
88,179,11,3,Human
89,181,4,3,Human
90,181,11,3,Human
91,181,0,2,Human
92,183,4,3,Human
93,186,4,3,Human
94,188,4,3,Human
95,189,24,19,Human
96,189,4,3,Human
97,191,4,3,Human
98,192,4,3,Human
99,194,1,1,Human
100,195,11,3,Human
101,197,25,10,Human
102,199,4,3,Human
103,201,0,3,Human
104,203,0,12,Human
105,204,4,3,Human
106,204,17,3,Human
107,212,4,3,Human
108,213,4,20,Human
109,220,1,10,Human
110,221,4,20,Human
111,221,26,3,Human
112,223,7,9,Human
113,225,7,4,Human
114,226,4,3,Human
115,226,7,10,Human
116,228,7,9,Human
117,229,17,3,Human
118,230,7,4,Human
119,231,7,10,Human
120,233,7,4,Human
121,233,4,3,Human
122,234,7,10,Human
123,235,0,21,Human
124,236,7,10,Human
125,238,7,9,Human
126,238,8,21,Human
127,240,27,2,Human
128,245,16,10,Human
129,245,4,20,Human
130,245,17,22,Human
131,246,16,10,Human
132,248,11,3,Human
133,248,16,9,Human
134,249,11,3,Human
135,258,4,3,Human
136,260,11,3,Human
137,261,28,9,Human
138,262,0,23,Human
139,264,29,3,Human
140,265,4,24,Human
141,267,11,3,Human
142,267,4,3,Human
143,268,30,25,Human
144,269,4,3,Human
145,269,11,3,Human
146,271,11,26,Human
147,272,11,3,Human
148,280,4,16,Human
149,281,1,1,Human
150,283,11,3,Human
151,285,11,3,Human
152,286,16,12,Human
153,288,16,27,Human
154,289,11,28,Human
155,289,16,9,Human
156,292,8,9,Human
157,292,4,29,Human
158,293,31,2,Human
159,293,4,3,Human
160,295,4,3,Human
161,296,4,3,Human
162,298,4,3,Human
163,299,11,3,Human
164,301,11,3,Human
165,305,16,30,Human
166,305,17,5,Human
167,306,32,9,Human
168,307,33,9,Human
169,308,4,31,Human
170,315,0,3,Human
171,317,0,3,Human
172,320,4,3,Human
173,320,0,3,Human
174,323,8,32,Human
175,323,4,33,Human
176,324,0,16,Human
177,324,4,34,Human
178,326,8,9,Human
179,329,34,10,Human
180,329,8,9,Human
181,330,8,9,Human
182,331,16,10,Human
183,332,17,3,Human
184,335,11,3,Human
185,335,16,12,Human
186,335,21,35,Human
187,336,11,3,Human
188,337,16,9,Human
189,338,16,10,Human
190,339,1,1,Human
191,340,17,36,Human
192,340,11,3,Human
193,342,11,4,Human
194,343,1,10,Human
195,346,1,1,Human
196,347,11,3,Human
197,347,0,2,Human
198,348,13,37,Human
199,351,11,3,Human
200,351,4,3,Human
201,353,11,3,Human
202,354,4,20,Human
203,355,0,2,Human
204,356,4,20,Human
205,357,4,20,Human
206,359,4,20,Human
207,362,4,38,Human
208,366,11,3,Human
209,368,4,20,Human
210,370,35,3,Human
211,374,11,3,Human
212,375,36,20,Human
213,376,0,39,Human
214,377,16,10,Human
215,378,1,10,Human
216,379,11,2,Human
217,380,11,40,Human
218,381,8,9,Human
219,382,11,3,Human
220,382,1,1,Human
221,383,37,41,Human
222,383,8,9,Human
223,384,11,3,Human
224,386,11,3,Human
225,387,11,20,Human
226,389,11,3,Human
227,390,38,10,Human
228,395,4,20,Human
229,396,16,5,Human
230,398,4,4,Human
231,399,11,3,Human
232,399,4,20,Human
233,400,4,20,Human
234,402,4,20,Human
235,403,4,20,Human
236,411,4,20,Human
237,412,4,5,Human
238,413,39,9,Human
239,413,40,20,Human
240,414,41,2,Human
241,414,4,2,Human
242,418,42,20,Human
243,419,11,3,Human
244,423,4,10,Human
245,423,4,20,Human
246,424,16,10,Human
247,427,11,3,Human
248,429,43,20,Human
249,429,11,20,Human
250,434,16,10,Human
251,435,0,3,Human
252,438,11,20,Human
253,446,1,1,Human
254,448,1,1,Human
255,450,17,5,Human
256,450,11,20,Human
257,450,1,42,Human
258,451,11,4,Human
259,452,1,1,Human
260,453,31,2,Human
261,453,11,2,Human
262,455,1,1,Human
263,456,4,20,Human
264,458,4,20,Human
265,459,4,5,Human
266,462,44,20,Human
267,462,21,4,Human
268,464,0,3,Human
269,465,21,43,Human
270,468,43,2,Human
271,474,45,10,Human
272,474,11,4,Human
273,481,16,9,Human
274,481,4,5,Human
275,482,2,2,Human
276,483,16,44,Human
277,484,16,10,Human
278,487,46,3,Human
279,491,1,1,Human
280,495,47,20,Human
281,495,1,1,Human
282,500,1,1,Human
283,500,4,20,Human
284,504,48,3,Human
285,507,49,3,Human
286,508,1,1,Human
287,512,21,4,Human
288,515,50,12,Human
289,515,22,20,Human
290,516,16,45,Human
291,517,16,10,Human
292,521,7,1,Human
293,521,16,46,Human
294,522,7,4,Human
295,524,11,20,Human
296,524,4,5,Human
297,525,17,5,Human
298,528,11,47,Human
299,529,11,5,Human
300,531,51,20,Human
301,533,4,20,Human
302,534,4,5,Human
303,536,4,5,Human
304,537,11,20,Human
305,541,17,5,Human
306,546,11,20,Human
307,547,11,20,Human
308,548,17,5,Human
309,549,11,5,Human
310,551,11,5,Human
311,552,4,5,Human
312,555,52,20,Human
313,562,0,2,Human
314,563,0,3,Human
315,564,0,3,Human
316,565,0,2,Human
317,572,0,3,Human
318,573,11,20,Human
319,578,8,48,Human
320,579,36,16,Human
321,588,39,9,Human
322,593,8,49,Human
323,593,4,50,Human
324,599,4,5,Human
325,600,17,5,Human
326,603,16,10,Human
327,606,16,5,Human
328,607,7,10,Human
329,610,7,9,Human
330,611,7,10,Human
331,613,7,9,Human
332,614,7,10,Human
333,615,0,51,Human
334,616,7,10,Human
335,616,53,52,Human
336,618,7,9,Human
337,622,54,1,Human
338,634,11,20,Human
339,637,11,4,Human
340,645,55,20,Human
341,645,17,5,Human
342,652,56,10,Human
343,653,57,15,Human
344,667,0,53,Human
345,667,7,10,Human
346,670,0,2,Human
347,673,24,54,Human
348,674,58,3,Human
349,675,7,10,Human
350,676,4,40,Human
351,676,8,10,Human
352,676,7,10,Human
353,678,7,9,Human
354,679,0,3,Human
355,680,7,55,Human
356,680,13,56,Human
357,680,0,3,Human
358,680,0,3,Human
359,681,8,10,Human
360,682,1,57,Human
361,684,7,10,Human
362,686,59,10,Human
363,686,7,10,Human
364,686,17,5,Human
365,688,7,4,Human
366,691,7,9,Human
367,692,7,58,Human
368,693,47,2,Human
369,694,60,5,Human
370,694,7,10,Human
371,695,22,9,Human
372,696,7,9,Human
373,697,7,9,Human
374,699,7,9,Human
375,706,0,3,Human
376,707,7,9,Human
377,710,7,10,Human
378,711,7,10,Human
379,714,17,5,Human
380,715,61,2,Human
381,721,62,2,Human
382,726,11,3,Human
383,726,63,5,Human
384,729,64,1,Human
385,729,0,59,Human
386,732,11,3,Human
387,733,65,2,Human
388,736,66,1,Human
389,738,16,12,Human
390,741,4,5,Human
391,746,67,5,Human
392,751,68,2,Human
393,752,69,12,Human
394,752,70,3,Human
395,752,16,5,Human
396,761,32,5,Human
397,767,17,5,Human
398,769,7,4,Human
399,770,7,9,Human
400,772,7,4,Human
401,774,7,9,Human
402,775,0,5,Human
403,775,4,4,Human
404,775,7,4,Human
405,776,0,2,Human
406,777,7,10,Human
407,778,0,3,Human
408,779,7,9,Human
409,779,11,60,Human
410,780,0,5,Human
411,780,7,9,Human
412,780,1,10,Human
413,782,1,4,Human
414,782,7,4,Human
415,783,4,4,Human
416,784,7,10,Human
417,786,7,4,Human
418,787,0,23,Human
419,788,7,10,Human
420,789,11,3,Human
421,794,0,2,Human
422,794,0,5,Human
423,794,11,3,Human
424,796,0,5,Human
425,797,0,3,Human
426,798,8,16,Human
427,801,0,5,Human
428,802,0,5,Human
429,803,0,5,Human
430,803,1,1,Human
431,804,0,5,Human
432,805,0,3,Human
433,807,0,5,Human
434,807,0,5,Human
435,811,0,2,Human
436,814,1,10,Human
437,815,1,1,Human
438,816,17,5,Human
439,816,71,2,Human
440,817,1,1,Human
441,818,17,5,Human
442,818,0,2,Human
443,820,4,20,Human
444,822,1,10,Human
445,822,0,61,Human
446,824,0,62,Human
447,832,72,20,Human
448,833,73,2,Human
449,840,8,63,Human
450,851,17,5,Human
451,851,64,64,Human
452,852,4,20,Human
453,853,4,4,Human
454,856,8,65,Human
455,859,4,3,Human
456,860,1,1,Human
457,861,17,5,Human
458,861,13,39,Human
459,861,7,9,Human
460,862,74,10,Human
461,862,1,10,Human
462,864,1,10,Human
463,866,1,1,Human
464,869,75,1,Human
465,870,7,1,Human
466,870,1,1,Human
467,873,7,66,Human
468,874,21,39,Human
469,875,4,2,Human
470,876,1,1,Human
471,877,4,4,Human
472,878,4,12,Human
473,884,67,67,Human
474,887,17,5,Human
475,887,1,10,Human
476,889,8,68,Human
477,890,1,10,Human
478,892,1,1,Human
479,894,8,0,Human
480,894,1,1,Human
481,895,0,4,Human
482,895,11,69,Human
483,896,8,70,Human
484,896,1,1,Human
485,897,0,5,Human
486,898,4,5,Human
487,898,0,5,Human
488,899,76,20,Human
489,899,1,1,Human
490,900,4,5,Human
491,901,77,10,Human
492,901,0,52,Human
493,902,0,12,Human
494,903,0,5,Human
495,904,0,2,Human
496,905,0,2,Human
497,905,4,5,Human
498,907,4,5,Human
499,907,0,2,Human
500,908,4,5,Human
501,911,0,5,Human
502,911,0,3,Human
503,912,1,10,Human
504,913,0,5,Human
505,918,1,1,Human
506,920,0,5,Human
507,921,16,71,Human
508,922,0,3,Human
509,923,0,5,Human
510,923,0,72,Human
511,925,0,12,Human
512,930,0,5,Human
513,931,78,5,Human
514,931,24,10,Human
515,932,0,3,Human
516,938,1,73,Human
517,942,79,1,Human
518,942,80,3,Human
519,944,81,2,Human
520,948,1,1,Human
521,953,1,74,Human
522,955,1,10,Human
523,957,1,10,Human
524,957,4,5,Human
525,959,1,75,Human
526,964,1,1,Human
527,966,1,1,Human
528,968,1,1,Human
529,969,4,5,Human
530,970,1,1,Human
531,973,11,3,Human
532,973,1,1,Human
533,974,0,2,Human
534,976,82,1,Human
535,978,11,3,Human
536,981,55,5,Human
537,984,4,5,Human
538,984,11,2,Human
539,989,0,3,Human
540,990,11,5,Human
541,994,11,3,Human
542,999,11,4,Human
543,1000,1,10,Human
544,1000,11,5,Human
545,1002,4,5,Human
546,1002,11,5,Human
547,1002,1,1,Human
548,1003,83,1,Human
549,1004,1,10,Human
550,1004,11,5,Human
551,1005,11,5,Human
552,1007,11,5,Human
553,1007,0,2,Human
554,1009,0,2,Human
555,1010,11,55,Human
556,1011,0,2,Human
557,1014,17,3,Human
558,1016,4,76,Human
559,1019,84,1,Human
560,1020,0,77,Human
561,1024,16,5,Human
562,1029,11,2,Human
563,1033,4,52,Human
564,1039,1,10,Human
565,1041,1,10,Human
566,1044,1,1,Human
567,1046,1,1,Human
568,1047,4,5,Human
569,1048,1,10,Human
570,1050,8,78,Human
571,1052,4,5,Human
572,1054,85,2,Human
573,1055,1,1,Human
574,1055,11,5,Human
575,1056,1,10,Human
576,1058,1,1,Human
577,1060,21,79,Human
578,1061,86,3,Human
579,1062,1,10,Human
580,1062,21,80,Human
581,1064,1,1,Human
582,1064,7,1,Human
583,1065,1,81,Human
584,1066,11,5,Human
585,1070,0,3,Human
586,1070,7,1,Human
587,1071,51,3,Human
588,1075,13,82,Human
589,1075,17,16,Human
590,1078,4,5,Human
591,1078,13,4,Human
592,1080,4,5,Human
593,1081,4,12,Human
594,1084,4,2,Human
595,1085,4,3,Human
596,1090,87,5,Human
597,1090,17,5,Human
598,1091,88,5,Human
599,1092,4,3,Human
600,1092,11,3,Human
601,1095,11,83,Human
602,1098,11,3,Human
603,1100,11,3,Human
604,1105,1,10,Human
605,1107,89,2,Human
606,1107,1,1,Human
607,1109,90,9,Human
608,1110,17,5,Human
609,1113,16,30,Human
610,1117,91,1,Human
611,1118,4,3,Human
612,1119,92,2,Human
613,1121,4,3,Human
614,1123,4,3,Human
615,1124,0,2,Human
616,1124,4,84,Human
617,1126,4,85,Human
618,1128,0,3,Human
619,1131,17,20,Human
620,1132,11,3,Human
621,1133,17,86,Human
622,1139,93,2,Human
623,1140,4,2,Human
624,1140,27,2,Human
625,1140,16,87,Human
626,1144,11,3,Human
627,1152,94,3,Human
628,1152,4,3,Human
629,1155,4,3,Human
630,1157,16,9,Human
631,1158,0,12,Human
632,1158,4,3,Human
633,1158,16,9,Human
634,1158,11,3,Human
635,1163,95,1,Human
636,1164,4,88,Human
637,1164,0,3,Human
638,1167,96,3,Human
639,1167,51,3,Human
640,1173,97,3,Human
641,1173,53,9,Human
642,1173,4,3,Human
643,1173,11,4,Human
644,1175,11,2,Human
645,1176,4,3,Human
646,1177,4,76,Human
647,1179,11,2,Human
648,1182,0,3,Human
649,1192,4,3,Human
650,1194,11,3,Human
651,1197,17,3,Human
652,1198,17,3,Human
653,1202,11,2,Human
654,1207,98,9,Human
655,1208,64,20,Human
656,1211,4,3,Human
657,1212,7,9,Human
658,1212,11,65,Human
659,1214,7,9,Human
660,1215,7,9,Human
661,1217,7,1,Human
662,1218,7,10,Human
663,1220,7,9,Human
664,1220,4,12,Human
665,1221,6,5,Human
666,1223,7,9,Human
667,1225,7,9,Human
668,1225,8,89,Human
669,1226,7,10,Human
670,1229,4,3,Human
671,1230,7,9,Human
672,1231,7,90,Human
673,1232,4,3,Human
674,1233,7,4,Human
675,1235,7,91,Human
676,1236,4,3,Human
677,1237,4,3,Human
678,1239,11,3,Human
679,1241,0,12,Human
680,1243,99,10,Human
681,1243,100,10,Human
682,1244,49,3,Human
683,1244,7,10,Human
684,1244,11,3,Human
685,1244,16,9,Human
686,1245,24,10,Human
687,1245,11,3,Human
688,1246,7,10,Human
689,1247,7,9,Human
690,1250,0,92,Human
691,1258,0,2,Human
692,1258,0,2,Human
693,1259,0,2,Human
694,1259,0,93,Human
695,1263,11,2,Human
696,1265,4,3,Human
697,1269,0,3,Human
698,1273,4,3,Human
699,1275,4,3,Human
700,1278,0,3,Human
701,1283,11,3,Human
702,1285,11,3,Human
703,1286,4,20,Human
704,1287,101,22,Human
705,1290,1,1,Human
706,1291,16,94,Human
707,1294,16,3,Human
708,1298,4,20,Human
709,1298,7,4,Human
710,1300,7,77,Human
711,1301,11,3,Human
712,1303,4,20,Human
713,1304,7,10,Human
714,1306,7,9,Human
715,1307,16,18,Human
716,1307,7,9,Human
717,1309,11,4,Human
718,1309,7,4,Human
719,1310,4,89,Human
720,1311,64,10,Human
721,1314,8,95,Human
722,1314,11,2,Human
723,1315,7,10,Human
724,1316,8,2,Human
725,1316,7,10,Human
726,1317,11,2,Human
727,1318,7,9,Human
728,1318,11,3,Human
729,1320,8,96,Human
730,1320,7,9,Human
731,1323,11,3,Human
732,1323,7,9,Human
733,1325,17,3,Human
734,1326,7,9,Human
735,1328,11,3,Human
736,1330,7,10,Human
737,1331,17,5,Human
738,1332,7,9,Human
739,1335,7,9,Human
740,1336,16,10,Human
741,1337,11,3,Human
742,1337,7,10,Human
743,1338,102,3,Human
744,1338,4,20,Human
745,1339,7,9,Human
746,1340,7,9,Human
747,1341,4,20,Human
748,1346,17,5,Human
749,1348,4,20,Human
750,1349,73,5,Human
751,1349,17,5,Human
752,1354,103,9,Human
753,1355,17,5,Human
754,1359,17,16,Human
755,1361,0,3,Human
756,1365,104,5,Human
757,1366,10,5,Human
758,1375,8,10,Human
759,1376,4,20,Human
760,1376,8,9,Human
761,1377,16,4,Human
762,1378,8,2,Human
763,1379,0,0,Human
764,1380,8,97,Human
765,1380,4,20,Human
766,1381,8,10,Human
767,1381,0,98,Human
768,1381,11,20,Human
769,1382,8,9,Human
770,1382,8,9,Human
771,1383,11,20,Human
772,1385,7,9,Human
773,1385,0,2,Human
774,1386,0,2,Human
775,1388,11,20,Human
776,1388,0,3,Human
777,1388,7,9,Human
778,1389,4,4,Human
779,1390,0,3,Human
780,1391,7,10,Human
781,1393,4,55,Human
782,1397,7,10,Human
783,1397,8,9,Human
784,1398,7,9,Human
785,1401,17,3,Human
786,1403,8,10,Human
787,1403,7,10,Human
788,1404,8,99,Human
789,1404,0,2,Human
790,1405,7,10,Human
791,1408,8,9,Human
792,1409,7,10,Human
793,1409,105,1,Human
794,1410,7,10,Human
795,1412,106,5,Human
796,1412,8,2,Human
797,1412,7,9,Human
798,1414,7,9,Human
799,1414,11,20,Human
800,1415,50,9,Human
801,1415,7,9,Human
802,1416,16,9,Human
803,1417,11,2,Human
804,1417,7,10,Human
805,1419,7,9,Human
806,1419,107,20,Human
807,1420,4,20,Human
808,1421,7,9,Human
809,1421,11,20,Human
810,1422,7,100,Human
811,1424,7,10,Human
812,1425,16,4,Human
813,1426,7,9,Human
814,1426,11,20,Human
815,1428,108,4,Human
816,1428,7,9,Human
817,1430,11,20,Human
818,1431,4,20,Human
819,1431,49,2,Human
820,1434,4,20,Human
821,1435,1,10,Human
822,1436,11,20,Human
823,1436,1,1,Human
824,1437,11,20,Human
825,1442,17,5,Human
826,1442,11,2,Human
827,1444,11,20,Human
828,1444,1,1,Human
829,1446,1,1,Human
830,1447,11,20,Human
831,1450,11,20,Human
832,1453,11,2,Human
833,1454,4,20,Human
834,1455,4,20,Human
835,1456,11,20,Human
836,1457,4,20,Human
837,1458,11,4,Human
838,1463,1,10,Human
839,1464,8,9,Human
840,1465,11,20,Human
841,1466,8,10,Human
842,1467,8,10,Human
843,1468,8,10,Human
844,1469,11,20,Human
845,1470,8,9,Human
846,1470,11,20,Human
847,1470,1,1,Human
848,1473,19,3,Human
849,1474,0,3,Human
850,1475,0,2,Human
851,1476,1,1,Human
852,1478,0,2,Human
853,1480,0,3,Human
854,1481,49,9,Human
855,1482,109,20,Human
856,1487,8,9,Human
857,1487,7,10,Human
858,1488,0,101,Human
859,1489,32,2,Human
860,1490,0,2,Human
861,1491,7,10,Human
862,1492,0,102,Human
863,1492,0,2,Human
864,1496,1,1,Human
865,1497,0,12,Human
866,1498,8,9,Human
867,1500,110,10,Human
868,1501,7,10,Human
869,1501,17,5,Human
870,1503,7,10,Human
871,1503,16,10,Human
872,1505,17,5,Human
873,1506,17,5,Human
874,1517,11,20,Human
875,1517,37,81,Human
876,1518,1,1,Human
877,1519,1,10,Human
878,1520,4,20,Human
879,1521,11,20,Human
880,1521,1,10,Human
881,1523,11,20,Human
882,1523,1,1,Human
883,1526,11,20,Human
884,1528,11,2,Human
885,1531,4,20,Human
886,1535,4,20,Human
887,1536,4,3,Human
888,1538,4,3,Human
889,1539,11,5,Human
890,1539,4,3,Human
891,1543,4,3,Human
892,1545,77,3,Human
893,1545,17,5,Human
894,1546,4,3,Human
895,1548,4,3,Human
896,1548,1,1,Human
897,1549,24,1,Human
898,1549,4,2,Human
899,1550,57,20,Human
900,1555,68,10,Human
901,1557,8,10,Human
902,1558,111,3,Human
903,1558,4,3,Human
904,1559,4,2,Human
905,1561,112,10,Human
906,1562,4,3,Human
907,1563,47,3,Human
908,1564,4,3,Human
909,1566,4,3,Human
910,1574,0,2,Human
911,1578,1,1,Human
912,1580,1,1,Human
913,1580,13,4,Human
914,1582,4,3,Human
915,1583,113,10,Human
916,1584,114,3,Human
917,1585,4,2,Human
918,1586,4,3,Human
919,1589,42,9,Human
920,1589,4,90,Human
921,1591,115,2,Human
922,1591,0,2,Human
923,1591,16,4,Human
924,1592,16,9,Human
925,1594,0,2,Human
926,1594,16,9,Human
927,1596,4,3,Human
928,1596,16,9,Human
929,1599,17,5,Human
930,1601,16,9,Human
931,1602,16,103,Human
932,1604,116,10,Human
933,1604,16,4,Human
934,1604,11,3,Human
935,1606,11,20,Human
936,1607,8,2,Human
937,1607,4,3,Human
938,1608,117,3,Human
939,1608,11,20,Human
940,1609,11,3,Human
941,1611,11,20,Human
942,1613,11,3,Human
943,1614,11,3,Human
944,1615,1,1,Human
945,1616,11,3,Human
946,1616,1,1,Human
947,1618,11,3,Human
948,1618,4,3,Human
949,1619,11,3,Human
950,1621,1,1,Human
951,1621,0,2,Human
952,1621,4,3,Human
953,1622,118,10,Human
954,1622,0,3,Human
955,1624,119,1,Human
956,1626,0,3,Human
957,1631,1,1,Human
958,1632,4,4,Human
959,1641,98,2,Human
960,1642,21,10,Human
961,1644,21,9,Human
962,1648,4,104,Human
963,1649,1,1,Human
964,1650,21,10,Human
965,1652,21,9,Human
966,1654,4,2,Human
967,1654,21,10,Human
968,1654,17,5,Human
969,1656,21,4,Human
970,1657,4,3,Human
971,1662,8,98,Human
972,1664,120,3,Human
973,1665,17,16,Human
974,1667,121,105,Human
975,1671,11,4,Human
976,1673,4,3,Human
977,1676,53,3,Human
978,1677,4,3,Human
979,1679,17,5,Human
980,1681,122,106,Human
981,1682,0,2,Human
982,1682,8,2,Human
983,1682,16,71,Human
984,1684,123,2,Human
985,1684,16,10,Human
986,1688,11,3,Human
987,1689,16,107,Human
988,1690,124,10,Human
989,1694,125,3,Human
990,1694,1,1,Human
991,1695,21,21,Human
992,1697,1,1,Human
993,1699,21,10,Human
994,1701,21,10,Human
995,1702,16,10,Human
996,1703,21,9,Human
997,1709,0,2,Human
998,1709,0,3,Human
999,1710,40,9,Human
1000,1710,0,2,Human
1001,1712,126,108,Human
1002,1714,45,4,Human
1003,1717,123,2,Human
1004,1720,1,1,Human
1005,1727,127,10,Human
1006,1727,4,3,Human
1007,1732,4,3,Human
1008,1740,0,3,Human
1009,1743,128,9,Human
1010,1744,17,5,Human
1011,1745,4,3,Human
1012,1748,4,3,Human
1013,1749,4,3,Human
1014,1753,129,10,Human
1015,1753,4,3,Human
1016,1754,4,3,Human
1017,1755,16,5,Human
1018,1756,130,3,Human
1019,1757,4,3,Human
1020,1760,17,5,Human
1021,1767,11,4,Human
1022,1768,11,3,Human
1023,1772,16,55,Human
1024,1776,16,109,Human
1025,1776,4,20,Human
1026,1777,4,20,Human
1027,1778,11,3,Human
1028,1780,11,4,Human
1029,1786,11,3,Human
1030,1790,131,5,Human
1031,1790,17,108,Human
1032,1791,13,2,Human
1033,1795,0,3,Human
1034,1798,43,9,Human
1035,1801,17,5,Human
1036,1807,17,110,Human
1037,1808,4,2,Human
1038,1814,21,4,Human
1039,1818,0,3,Human
1040,1820,11,3,Human
1041,1822,132,5,Human
1042,1827,11,2,Human
1043,1828,1,1,Human
1044,1829,133,3,Human
1045,1835,43,3,Human
1046,1836,17,5,Human
1047,1837,4,20,Human
1048,1840,0,2,Human
1049,1841,0,3,Human
1050,1843,4,20,Human
1051,1844,7,9,Human
